 Card ID,//Card Title, Card Value, Bats, Throws, Position, Contact, Gap, Power, Eye, Avoid Ks, BABIP, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL,Contact vR, Gap vR, Power vR, Eye vR, Ks vR, BABIP vR, GB Hitter Type, FB Hitter Type, BattedBallType, Speed, Stealing, Baserunning, Sac bunt, Bunt for hit, Stuff, Movement, Control,Stuff vL, Movement vL, Control vL, Stuff vR, Movement vR, Control vR, Fastball, Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Stamina, Hold, GB, Velocity, Arm Slot,Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, Pos Rating P, Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF, LearnRF,Packable,Dummycode
36227,Snapshot 3B Todd Zeile LAD 1997,49,R,R,3B,54,32,73,62,49,45,62,34,86,70,57,45,50,31,68,60,46,45,Pull,Spray,Flyball,33,60,57,4,10,1,23,1,1,22,1,1,25,1,3,0,2,0,0,0,0,0,0,0,0,0,1,64,XFB,75-80,Over,57,53,72,47,0,0,6,10,7,0,0,0,0,55,0,0,0,0,1,1,0,1,0,0,0,0,Packable,Snapshot 3B Todd Zeile LAD 1997 (Packable)
41324,MLB 2022 Live C Seby Zavala CWS 2022,48,R,R,C,48,55,42,53,26,69,48,55,43,54,26,69,48,55,42,53,26,69,Pull,Pull,Groundball,14,25,39,57,40,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,-,Normal,22,24,49,16,50,57,31,34,44,0,45,9,0,0,0,0,0,0,1,1,0,1,0,1,0,1,Packable,MLB 2022 Live C Seby Zavala CWS 2022 (Packable)
41361,All-Star RF Al Zarilla SLA 1948,70,L,R,RF,81,82,46,41,56,87,79,86,42,41,51,87,82,81,47,41,58,87,Spray,Spray,Normal,56,72,61,60,51,2,22,1,2,21,1,2,23,1,9,0,0,0,0,0,0,0,0,0,0,0,1,7,XFB,83-85,Over,10,4,2,8,0,0,55,59,55,0,0,0,0,0,0,63,26,52,0,0,0,0,0,1,1,1,Packable,All-Star RF Al Zarilla SLA 1948 (Packable)
36228,PLATINUM SERIES 3 SP Carlos Zambrano CHC 2006,88,S,R,SP,42,39,54,9,33,44,44,42,58,10,33,46,41,38,52,9,33,44,Pull,Spray,Normal,3,11,7,29,5,95,101,52,90,96,51,99,105,53,68,85,27,0,55,93,64,0,0,0,0,0,88,16,NEU,93-95,Over,34,24,30,24,0,0,2,3,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plat 3,PLATINUM SERIES 3 SP Carlos Zambrano CHC 2006 (Plat 3)
41142,Rookie Sensation SP Pat Zachry CIN 1976,68,R,R,SP,12,1,1,27,30,2,12,1,1,23,28,2,12,1,1,28,31,2,Spray,Spray,Groundball,5,6,5,90,14,73,69,47,68,66,44,77,71,49,56,83,0,83,0,0,0,0,0,0,0,0,84,46,NEU,90-92,Normal,30,24,26,24,0,0,6,5,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Rookie Sensation SP Pat Zachry CIN 1976 (Packable)
36230,SPECIAL EDITION SP Tom Zachary WS1 1924,77,L,L,SP,37,32,13,35,33,43,34,35,14,33,30,40,37,31,13,36,33,44,Normal,Normal,Groundball,5,6,5,25,4,50,102,77,51,103,78,50,101,77,47,0,61,26,0,0,0,0,0,0,53,0,93,69,NEU,90-92,Normal,29,25,25,24,0,0,7,7,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE 1,SPECIAL EDITION SP Tom Zachary WS1 1924 (TE 1)
36231,Snapshot SP Tom Zachary BSN 1930,61,L,L,SP,37,48,54,10,34,34,34,44,50,9,31,32,38,49,55,10,34,35,Spray,Normal,Normal,4,6,5,30,40,51,57,57,51,57,57,51,57,57,47,0,61,26,0,0,0,0,0,0,53,0,88,78,NEU,90-92,Normal,31,27,27,25,0,0,2,2,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Snapshot SP Tom Zachary BSN 1930 (Packable)
41645,MLB 2022 Live CL Aneurys Zabala MIA 2022,43,R,R,CL,22,29,6,31,11,28,22,29,6,31,11,28,22,29,6,31,11,28,Spray,Spray,Groundball,8,2,16,27,9,55,45,42,56,46,42,54,44,41,63,0,36,0,0,0,0,0,0,0,0,0,20,41,NEU,98-100,Over,31,30,40,14,1,1,7,25,21,72,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Packable,MLB 2022 Live CL Aneurys Zabala MIA 2022 (Packable)
35066,Hardware Heroes SS Robin Yount ML4 1982,92,R,R,SS,84,93,69,49,76,72,85,109,58,58,90,73,83,87,72,46,72,71,Pull,Spray,Line,41,76,79,14,9,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,70,XFB,83-85,Over,89,68,81,93,0,0,7,4,1,0,0,0,0,0,86,0,0,0,0,0,0,0,1,0,1,0,Packable,Hardware Heroes SS Robin Yount ML4 1982 (Packable)
36234,COOPERSTOWN CLUB SS Robin Yount ML4 1983,100,R,R,SS,100,96,78,69,93,80,100,101,75,79,95,80,100,95,79,66,93,80,Normal,Spray,Line,57,79,68,56,65,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,67,XFB,83-85,Over,92,83,95,99,0,0,89,96,85,0,0,0,0,0,97,0,90,0,0,0,0,0,1,0,1,0,ME,COOPERSTOWN CLUB SS Robin Yount ML4 1983 (ME)
39527,PLATINUM SERIES 1 CF Robin Yount ML4 1989,69,R,R,CF,82,81,61,52,75,74,81,96,64,44,65,75,82,76,60,55,78,73,Normal,Pull,Normal,45,79,87,11,10,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,77,XFB,83-85,Normal,2,5,3,9,0,0,71,64,63,0,0,0,0,0,0,0,53,0,0,0,0,0,1,0,1,0,Plat 1,PLATINUM SERIES 1 CF Robin Yount ML4 1989 (Plat 1)
36236,Snapshot 2B Joel Youngblood SF 1983,65,R,R,2B,65,65,68,46,46,63,66,72,76,52,41,65,65,62,65,44,48,63,Spray,Spray,Flyball,43,66,42,12,6,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,53,XFB,83-85,Over,65,58,45,63,0,0,57,56,64,0,0,0,64,45,0,61,0,58,0,0,1,1,0,1,1,1,Packable,Snapshot 2B Joel Youngblood SF 1983 (Packable)
36237,PLATINUM SERIES 1 SS Michael Young TEX 2005,87,R,R,SS,89,87,59,52,85,79,94,102,65,62,91,80,88,82,57,49,83,79,Pull,Spray,Line,35,77,56,49,45,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,73,XFB,83-85,Over,77,85,69,78,0,0,1,9,2,0,0,61,90,77,74,0,0,0,0,1,1,1,1,0,0,0,Plat 1,PLATINUM SERIES 1 SS Michael Young TEX 2005 (Plat 1)
41761,MLB 2022 Live 1B Jared Young CHC 2022,40,L,R,1B,46,49,36,42,44,48,44,47,34,41,43,47,46,49,36,43,45,48,Pull,Pull,Groundball,35,55,67,64,33,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,80-83,Normal,44,56,53,49,1,4,49,55,46,0,0,75,0,28,0,34,0,32,0,1,1,1,1,1,1,1,Packable,MLB 2022 Live 1B Jared Young CHC 2022 (Packable)
36238,Snapshot SP Irv Young CWS 1910,81,L,L,SP,12,11,1,23,14,7,11,10,1,21,13,6,12,11,1,23,14,7,Normal,Spray,Groundball,69,69,62,30,2,60,100,62,63,105,63,59,99,62,64,54,69,0,0,0,0,52,0,0,0,0,84,93,GB,90-92,Normal,26,25,22,24,0,0,2,4,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Snapshot SP Irv Young CWS 1910 (Packable)
39528,Rookie Sensation 2B Eric Young  1995,61,R,R,2B,69,79,24,59,88,64,74,89,27,52,95,67,67,76,23,62,86,64,Pull,Pull,Normal,84,83,72,17,4,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,74,XFB,83-85,Normal,58,57,39,62,0,0,53,54,60,0,0,0,57,0,0,62,0,0,0,0,1,0,0,1,0,0,Packable,Rookie Sensation 2B Eric Young  1995 (Packable)
40864,MLB 2022 Live RP Danny Young ATL 2022,57,L,L,RP,29,14,3,23,18,38,29,14,3,23,18,38,29,14,3,23,18,38,Spray,Spray,Groundball,12,2,46,76,18,55,53,55,68,67,60,51,48,53,0,53,0,59,0,51,0,0,0,0,0,0,20,65,XGB,88-90,Sidearm,29,28,44,6,2,3,12,23,33,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Danny Young ATL 2022 (Packable)
39237,PLATINUM SERIES 1 SP Cy Young BOS 1908,98,R,R,SP,47,34,1,1,46,58,48,35,1,1,47,59,47,33,1,1,46,57,Pull,Pull,Groundball,44,30,31,26,42,69,89,87,69,86,84,68,91,90,68,59,75,19,0,0,0,0,41,0,0,0,110,2,NEU,90-92,Over,32,28,28,25,0,0,6,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plat 1,PLATINUM SERIES 1 SP Cy Young BOS 1908 (Plat 1)
41687,MLB 2022 Live RP Alex Young SF 2022,50,L,L,RP,18,19,5,15,15,18,18,19,5,15,15,18,18,19,5,15,15,18,Normal,Normal,Groundball,18,11,16,42,7,55,62,48,55,62,48,55,62,48,0,0,54,54,54,54,0,0,0,0,0,0,23,69,NEU,91-93,Normal,27,27,44,21,3,2,37,4,17,67,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Packable,MLB 2022 Live RP Alex Young SF 2022 (Packable)
39529,PLATINUM SERIES 2 SP Floyd Youmans MON 1986,57,R,R,SP,24,1,23,37,32,18,24,1,23,37,32,18,24,1,23,37,32,18,Normal,Spray,Groundball,4,6,16,26,26,87,64,36,77,56,35,95,70,38,83,86,48,72,0,0,0,0,0,0,0,0,91,53,FB,93-95,Sidearm,8,23,4,24,0,0,1,10,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plat 2,PLATINUM SERIES 2 SP Floyd Youmans MON 1986 (Plat 2)
36118,SPECIAL EDITION 1B Kevin Youkilis BOS 2010,80,R,R,1B,76,86,74,74,54,68,78,91,79,87,51,69,76,85,73,70,55,68,Spray,Spray,Normal,21,66,43,5,1,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,98,XFB,83-85,Normal,63,66,75,53,0,0,10,8,6,0,0,83,0,65,0,0,0,0,0,1,0,1,0,0,0,0,TE 1,SPECIAL EDITION 1B Kevin Youkilis BOS 2010 (TE 1)
39530,All-Star 3B Eddie Yost WS1 1951,72,R,R,3B,67,82,60,99,71,57,69,90,53,99,84,58,66,80,62,99,67,57,Spray,Spray,Line,34,67,50,49,45,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,17,XFB,83-85,Over,49,72,68,69,0,0,6,2,3,0,0,0,0,57,0,0,0,0,0,0,0,1,0,0,0,0,Packable,All-Star 3B Eddie Yost WS1 1951 (Packable)
35669,Future Legend 2B Nick Yorke BOS 2022,77,R,R,2B,72,91,61,66,59,68,75,94,64,67,61,70,71,91,61,66,58,68,Pull,Pull,Line,54,70,79,64,38,1,1,6,1,1,6,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,3,7,XFB,75-80,Over,55,66,51,58,3,1,41,48,46,0,0,76,56,0,0,0,0,0,0,0,1,0,0,0,0,0,Packable,Future Legend 2B Nick Yorke BOS 2022 (Packable)
39532,Unsung Heroes LF Tom York  1879,66,L,R,LF,51,90,14,85,47,63,48,78,12,74,44,59,53,94,15,88,48,64,Spray,Spray,Line,59,69,63,7,16,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,63,XFB,83-85,Over,7,1,9,3,0,0,70,56,62,0,0,0,0,0,0,82,0,0,0,0,0,0,0,1,0,0,Packable,Unsung Heroes LF Tom York  1879 (Packable)
34492,MLB 2022 Live SP Huascar Ynoa ATL 2022,61,R,R,SP,22,30,3,29,21,23,22,30,3,29,21,23,22,30,3,29,21,23,Spray,Spray,Groundball,14,5,19,44,21,69,42,50,59,36,48,77,46,52,84,71,0,49,0,0,0,0,0,0,0,0,55,52,NEU,97-99,Sidearm,31,20,63,15,2,2,10,24,28,68,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Packable,MLB 2022 Live SP Huascar Ynoa ATL 2022 (Packable)
40870,MLB 2022 Live 1B Juan Yepez STL 2022,66,R,R,1B,54,53,69,46,47,47,56,56,72,47,48,48,52,53,69,46,47,47,Pull,Pull,Normal,35,28,49,52,39,1,1,4,1,1,4,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,XFB,75-80,Normal,41,54,53,33,1,1,41,45,54,0,0,70,0,23,0,28,0,27,0,1,1,1,1,1,0,1,Packable,MLB 2022 Live 1B Juan Yepez STL 2022 (Packable)
41614,Topps BUNT Series LF Christian Yelich MIL 2022,90,L,R,LF,86,73,53,89,68,86,83,68,50,82,62,86,87,74,54,91,69,86,Spray,Normal,Normal,62,98,88,53,59,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XFB,-,Normal,44,37,63,26,0,0,74,75,71,0,0,0,0,0,0,92,0,77,0,0,0,0,0,1,0,1,Packable,Topps BUNT Series LF Christian Yelich MIL 2022 (Packable)
35769,LIMITED EDITION LF Christian Yelich MIL 2019,100,L,R,LF,95,84,87,76,57,85,87,79,74,64,55,82,97,86,92,80,57,85,Pull,Pull,Flyball,64,90,77,9,18,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,71,XFB,83-85,Normal,2,4,1,10,0,0,71,85,58,0,0,0,0,0,0,87,57,74,0,0,0,0,0,1,1,1,LE,LIMITED EDITION LF Christian Yelich MIL 2019 (LE)
34263,MLB 2022 Live LF Christian Yelich MIL 2022,73,L,R,LF,56,53,45,73,45,63,52,46,40,62,43,62,57,55,47,76,46,64,Spray,Normal,Normal,52,83,75,51,59,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XFB,-,Normal,38,32,55,22,0,0,59,67,61,0,0,0,0,0,0,71,0,53,0,1,1,1,0,1,1,1,Packable,MLB 2022 Live LF Christian Yelich MIL 2022 (Packable)
39535,Snapshot C Steve Yeager LAD 1977,66,R,R,C,53,66,63,52,46,50,61,77,72,58,52,51,50,63,60,50,44,50,Normal,Spray,Normal,14,59,36,45,31,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,65,XFB,83-85,Normal,7,7,1,5,69,82,9,7,3,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Packable,Snapshot C Steve Yeager LAD 1977 (Packable)
41665,MLB 2022 Live CL Kirby Yates ATL 2022,64,L,R,CL,29,20,5,19,18,38,30,22,5,19,18,40,28,20,5,19,18,37,Pull,Pull,Groundball,10,17,24,27,19,82,40,49,76,37,48,87,42,50,77,72,0,0,0,0,72,0,0,0,0,0,14,25,NEU,93-95,Normal,20,27,43,17,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Packable,MLB 2022 Live CL Kirby Yates ATL 2022 (Packable)
35799,SPECIAL EDITION CL Kirby Yates SD 2019,100,L,R,CL,6,20,12,19,5,11,6,19,11,18,5,10,6,21,12,20,5,11,Normal,Pull,Groundball,5,6,5,7,29,141,116,70,143,118,70,139,115,70,97,0,99,100,0,0,0,0,0,0,0,0,17,24,NEU,99-101,Normal,28,24,24,24,0,0,2,8,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE 2,SPECIAL EDITION CL Kirby Yates SD 2019 (TE 2)
34023,MLB 2022 Live RF Mike Yastrzemski SF 2022,69,L,L,RF,45,68,62,64,44,40,40,58,54,60,39,37,47,71,64,65,46,41,XPull,Pull,Normal,34,61,69,57,31,1,1,4,1,1,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,XFB,75-80,Over,16,30,44,16,3,2,71,72,76,0,0,0,0,0,0,22,57,80,0,1,0,0,0,1,1,1,Packable,MLB 2022 Live RF Mike Yastrzemski SF 2022 (Packable)
41022,Hardware Heroes LF Carl Yastrzemski BOS 1968,98,L,R,LF,82,69,72,88,50,79,70,58,64,74,42,77,85,72,74,93,52,80,XPull,Normal,Normal,41,69,44,5,6,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,64,XFB,83-85,Normal,1,10,1,4,0,0,79,89,71,0,0,0,0,0,0,100,0,0,0,1,0,0,0,1,1,0,Packable,Hardware Heroes LF Carl Yastrzemski BOS 1968 (Packable)
36252,PLATINUM SERIES 1 1B Carl Yastrzemski BOS 1976,69,L,R,1B,52,50,71,65,56,42,48,42,70,55,47,40,53,52,72,68,59,42,Pull,Spray,Normal,24,56,60,5,5,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,51,XFB,83-85,Over,76,87,69,36,0,0,59,65,79,0,0,79,0,0,0,75,0,0,0,1,0,0,0,1,1,0,Plat 1,PLATINUM SERIES 1 1B Carl Yastrzemski BOS 1976 (Plat 1)
34908,MLB 2022 Live RP Ryan Yarbrough TB 2022,49,R,L,RP,23,18,2,26,24,23,23,18,2,26,24,23,23,18,2,26,24,23,Spray,Spray,Groundball,20,7,23,39,35,51,35,63,54,37,65,50,34,62,31,52,0,62,44,0,0,0,0,0,0,0,25,66,NEU,86-88,Normal,20,15,55,21,2,2,9,24,31,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Ryan Yarbrough TB 2022 (Packable)
34220,MLB 2022 Live RP Miguel Yajure PIT 2022,49,R,R,RP,19,14,4,13,15,21,19,14,4,13,15,21,19,14,4,13,15,21,Normal,Normal,Groundball,23,11,39,54,11,43,44,43,42,43,42,44,45,43,49,36,32,25,43,0,0,0,0,0,0,0,26,45,NEU,92-94,Normal,31,48,50,50,1,1,3,3,3,86,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Packable,MLB 2022 Live RP Miguel Yajure PIT 2022 (Packable)
41254,MLB 2022 Live RP Jimmy Yacabonis TB 2022,44,R,R,RP,22,14,11,27,17,23,22,14,11,27,17,23,22,14,11,27,17,23,Spray,Spray,Groundball,10,14,25,14,14,68,35,46,64,33,45,72,37,47,71,72,0,73,0,0,0,0,0,0,0,0,25,25,NEU,94-96,Normal,19,24,47,13,3,3,8,22,30,53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Packable,MLB 2022 Live RP Jimmy Yacabonis TB 2022 (Packable)
39536,Rookie Sensation SP Hank Wyse CHC 1943,82,R,R,SP,11,20,1,22,29,1,11,18,1,24,27,1,11,20,1,22,29,1,Normal,Pull,Groundball,4,6,5,48,25,37,95,84,36,93,83,38,97,85,39,0,21,7,0,65,0,0,34,0,0,0,50,69,NEU,90-92,Normal,35,24,32,24,0,0,3,7,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Rookie Sensation SP Hank Wyse CHC 1943 (Packable)
39252,Snapshot RF Johnny Wyrostek CIN 1949,44,L,R,RF,46,54,33,54,40,52,45,45,28,45,45,48,46,56,34,56,39,53,Spray,Spray,Groundball,42,73,55,3,59,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,47,XFB,83-85,Normal,8,1,8,9,0,0,55,53,54,0,0,0,0,0,0,0,26,52,0,0,0,0,0,0,1,1,Packable,Snapshot RF Johnny Wyrostek CIN 1949 (Packable)
41250,MLB 2022 Live C Austin Wynns SF 2022,45,R,R,C,49,45,31,48,51,50,49,45,32,49,52,51,48,45,31,48,51,50,Spray,Spray,Groundball,16,18,36,57,6,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,FB,75-80,Normal,25,47,57,12,52,54,13,28,49,23,46,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Packable,MLB 2022 Live C Austin Wynns SF 2022 (Packable)
36254,PLATINUM SERIES 1 CF Jim Wynn HOU 1966,96,R,R,CF,71,75,96,108,50,51,65,81,82,126,53,51,72,73,101,103,49,51,Spray,Pull,Flyball,71,85,78,21,35,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,15,XFB,83-85,Over,10,4,5,5,0,0,78,87,89,0,0,0,0,0,0,102,72,95,0,0,0,0,0,1,1,1,Plat 1,PLATINUM SERIES 1 CF Jim Wynn HOU 1966 (Plat 1)
36255,PLATINUM SERIES 1 SP Early Wynn CLE 1954,100,S,R,SP,38,40,20,35,36,42,39,42,19,35,39,42,37,40,21,35,35,42,Spray,Spray,Groundball,4,12,8,24,3,89,104,73,89,104,73,89,104,73,70,32,44,65,0,0,0,0,0,0,0,100,96,62,XFB,92-94,Normal,26,24,22,24,0,0,4,10,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plat 1,PLATINUM SERIES 1 SP Early Wynn CLE 1954 (Plat 1)
